name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Freedom,0.715,0.747,9,-5.727,1,0.197,0.135,0,0.203,0.857,172.088,audio_features,37L9OjM5qrJMa29gT9HKGW,spotify:track:37L9OjM5qrJMa29gT9HKGW,https://api.spotify.com/v1/tracks/37L9OjM5qrJMa29gT9HKGW,https://api.spotify.com/v1/audio-analysis/37L9OjM5qrJMa29gT9HKGW,240183,4
No más lágrimas - Live,0.402,0.552,0,-9.102,1,0.0319,0.309,0.00278,0.746,0.159,112.504,audio_features,4V0Ta8BzcGhF8L9QE22Tfv,spotify:track:4V0Ta8BzcGhF8L9QE22Tfv,https://api.spotify.com/v1/tracks/4V0Ta8BzcGhF8L9QE22Tfv,https://api.spotify.com/v1/audio-analysis/4V0Ta8BzcGhF8L9QE22Tfv,236627,4
Sisters (En Directo),0.453,0.126,6,-19.995,0,0.0543,0.993,0,0.102,0.493,139.976,audio_features,64Z7oasHQt84OnFqtEOe70,spotify:track:64Z7oasHQt84OnFqtEOe70,https://api.spotify.com/v1/tracks/64Z7oasHQt84OnFqtEOe70,https://api.spotify.com/v1/audio-analysis/64Z7oasHQt84OnFqtEOe70,144057,3
Can I Call You Tonight?,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,audio_features,64lsIF5pw0sJY0gV5kz0RN,spotify:track:64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/tracks/64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/audio-analysis/64lsIF5pw0sJY0gV5kz0RN,278769,4
Nutshell,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,audio_features,2JuasWPUodaUxf5nwNpciQ,spotify:track:2JuasWPUodaUxf5nwNpciQ,https://api.spotify.com/v1/tracks/2JuasWPUodaUxf5nwNpciQ,https://api.spotify.com/v1/audio-analysis/2JuasWPUodaUxf5nwNpciQ,259200,3
"Ay, DiOs Mío!",0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,audio_features,7x4ASXYEKfQBCewcZhK776,spotify:track:7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/tracks/7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/audio-analysis/7x4ASXYEKfQBCewcZhK776,189653,4
Ulysses,0.696,0.621,7,-5.716,1,0.0793,0.00504,0.000171,0.143,0.544,98.797,audio_features,5sCjd47MEpd7vkvhYukANl,spotify:track:5sCjd47MEpd7vkvhYukANl,https://api.spotify.com/v1/tracks/5sCjd47MEpd7vkvhYukANl,https://api.spotify.com/v1/audio-analysis/5sCjd47MEpd7vkvhYukANl,193573,4
Untitled - Live at Electric Lady,0.354,0.719,8,-7.763,1,0.0269,0.249,0.965,0.0763,0.165,97.158,audio_features,1RP5fWy135oPlxmrZpsSF6,spotify:track:1RP5fWy135oPlxmrZpsSF6,https://api.spotify.com/v1/tracks/1RP5fWy135oPlxmrZpsSF6,https://api.spotify.com/v1/audio-analysis/1RP5fWy135oPlxmrZpsSF6,228000,4
संस्कृतम्,0.384,0.0002,11,-29.027,1,0.117,0.945,0.941,0.117,0.209,72.473,audio_features,6EbrUXsMQwQbtPdW9uCDlC,spotify:track:6EbrUXsMQwQbtPdW9uCDlC,https://api.spotify.com/v1/tracks/6EbrUXsMQwQbtPdW9uCDlC,https://api.spotify.com/v1/audio-analysis/6EbrUXsMQwQbtPdW9uCDlC,214285,3
Amargo,0.607,0.666,2,-4.187,0,0.0407,0.168,0,0.201,0.79,139.542,audio_features,0zCOT028cU3DeCqN1G18wE,spotify:track:0zCOT028cU3DeCqN1G18wE,https://api.spotify.com/v1/tracks/0zCOT028cU3DeCqN1G18wE,https://api.spotify.com/v1/audio-analysis/0zCOT028cU3DeCqN1G18wE,228427,4
It's The End Of The World As We Know It (And I Feel Fine),0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,audio_features,3yhtAeuby9ixsJiHe1TVEi,spotify:track:3yhtAeuby9ixsJiHe1TVEi,https://api.spotify.com/v1/tracks/3yhtAeuby9ixsJiHe1TVEi,https://api.spotify.com/v1/audio-analysis/3yhtAeuby9ixsJiHe1TVEi,246933,4
UN MILLON DE AMIGOS,0.711,0.773,7,-6.61,1,0.0345,0.367,0,0.0867,0.529,146.034,audio_features,7LluSzz5sbYIsKz6EyZdyH,spotify:track:7LluSzz5sbYIsKz6EyZdyH,https://api.spotify.com/v1/tracks/7LluSzz5sbYIsKz6EyZdyH,https://api.spotify.com/v1/audio-analysis/7LluSzz5sbYIsKz6EyZdyH,136973,4
The Only Me,0.133,0.00987,0,-32.307,0,0.0418,0.964,0.859,0.0951,0.0519,75.123,audio_features,12C0zlAiXNawkKZcM2vksz,spotify:track:12C0zlAiXNawkKZcM2vksz,https://api.spotify.com/v1/tracks/12C0zlAiXNawkKZcM2vksz,https://api.spotify.com/v1/audio-analysis/12C0zlAiXNawkKZcM2vksz,200000,1
Before We Go,0.431,0.00492,7,-33.021,1,0.0583,0.993,0.947,0.127,0.271,69.61,audio_features,2g7OV6AjOo30HBnzbTzEGo,spotify:track:2g7OV6AjOo30HBnzbTzEGo,https://api.spotify.com/v1/tracks/2g7OV6AjOo30HBnzbTzEGo,https://api.spotify.com/v1/audio-analysis/2g7OV6AjOo30HBnzbTzEGo,100727,3
Miedo a Caer,0.348,0.938,4,-5.055,0,0.0806,0.00435,0.242,0.1,0.494,155.905,audio_features,56flcgaM3MdZS8jnzlabA5,spotify:track:56flcgaM3MdZS8jnzlabA5,https://api.spotify.com/v1/tracks/56flcgaM3MdZS8jnzlabA5,https://api.spotify.com/v1/audio-analysis/56flcgaM3MdZS8jnzlabA5,185851,4
Life Loves A Tragedy - 2003 Remaster,0.528,0.937,6,-2.761,1,0.0777,0.0842,0,0.125,0.336,135.039,audio_features,1wnXxpaKT4F7E0XOXCr6WQ,spotify:track:1wnXxpaKT4F7E0XOXCr6WQ,https://api.spotify.com/v1/tracks/1wnXxpaKT4F7E0XOXCr6WQ,https://api.spotify.com/v1/audio-analysis/1wnXxpaKT4F7E0XOXCr6WQ,314667,4
Searching For Cover,0.167,0.967,7,-23.59,1,0.0556,0.214,0.958,0.603,0.0133,130.867,audio_features,61DyLRwrghWPY9o93BoTNw,spotify:track:61DyLRwrghWPY9o93BoTNw,https://api.spotify.com/v1/tracks/61DyLRwrghWPY9o93BoTNw,https://api.spotify.com/v1/audio-analysis/61DyLRwrghWPY9o93BoTNw,160125,4
No todo esta perdido,0.431,0.942,8,-3.433,1,0.101,0.00186,0.247,0.0963,0.235,194.835,audio_features,42hR01F4r8MJq8BkdDnWy8,spotify:track:42hR01F4r8MJq8BkdDnWy8,https://api.spotify.com/v1/tracks/42hR01F4r8MJq8BkdDnWy8,https://api.spotify.com/v1/audio-analysis/42hR01F4r8MJq8BkdDnWy8,283653,3
"Corazón Confidente (Versión Cumbia) (feat. OV7, Magneto, Mercurio & Calo) - En Vivo - 90's Pop Tour, Vol. 3",0.567,0.967,6,-5.034,1,0.0461,0.234,0,0.927,0.76,98.003,audio_features,1JXRS7ImGjhOE1NrmJhEr1,spotify:track:1JXRS7ImGjhOE1NrmJhEr1,https://api.spotify.com/v1/tracks/1JXRS7ImGjhOE1NrmJhEr1,https://api.spotify.com/v1/audio-analysis/1JXRS7ImGjhOE1NrmJhEr1,241763,4
Getchoo,0.338,0.895,1,-4.901,0,0.0466,0.000391,0,0.304,0.625,104.492,audio_features,1rvbY7HXYsFXSlLqxphocK,spotify:track:1rvbY7HXYsFXSlLqxphocK,https://api.spotify.com/v1/tracks/1rvbY7HXYsFXSlLqxphocK,https://api.spotify.com/v1/audio-analysis/1rvbY7HXYsFXSlLqxphocK,172600,4
Llámame - Take Me Home,0.657,0.763,8,-3.835,1,0.0254,0.148,1.61E-06,0.127,0.639,90.988,audio_features,0Y6uNrhRaDC1KIp5qlgQFd,spotify:track:0Y6uNrhRaDC1KIp5qlgQFd,https://api.spotify.com/v1/tracks/0Y6uNrhRaDC1KIp5qlgQFd,https://api.spotify.com/v1/audio-analysis/0Y6uNrhRaDC1KIp5qlgQFd,217307,4
Shoreland,0.472,0.0393,9,-32.895,1,0.0428,0.99,0.931,0.0879,0.395,94.503,audio_features,13jcWPcMR0plz1TlIaqqSR,spotify:track:13jcWPcMR0plz1TlIaqqSR,https://api.spotify.com/v1/tracks/13jcWPcMR0plz1TlIaqqSR,https://api.spotify.com/v1/audio-analysis/13jcWPcMR0plz1TlIaqqSR,170208,4
The Chemicals Between Us - Remastered,0.51,0.957,7,-3.968,1,0.149,0.00268,0.0697,0.267,0.389,97.642,audio_features,2zS8FkQaSNHAIpqePh95JB,spotify:track:2zS8FkQaSNHAIpqePh95JB,https://api.spotify.com/v1/tracks/2zS8FkQaSNHAIpqePh95JB,https://api.spotify.com/v1/audio-analysis/2zS8FkQaSNHAIpqePh95JB,217493,4
Birds in Village Park,0.223,0.912,7,-28.544,1,0.346,0.582,0.867,0.912,0.0163,82.427,audio_features,0QzUxmfNfouNor0fUpslhn,spotify:track:0QzUxmfNfouNor0fUpslhn,https://api.spotify.com/v1/tracks/0QzUxmfNfouNor0fUpslhn,https://api.spotify.com/v1/audio-analysis/0QzUxmfNfouNor0fUpslhn,154339,3
Somewhere Only We Know,0.448,0.665,9,-4.203,1,0.026,0.06,2.55E-05,0.0828,0.304,172.004,audio_features,1SKPmfSYaPsETbRHaiA18G,spotify:track:1SKPmfSYaPsETbRHaiA18G,https://api.spotify.com/v1/tracks/1SKPmfSYaPsETbRHaiA18G,https://api.spotify.com/v1/audio-analysis/1SKPmfSYaPsETbRHaiA18G,237147,4
"¡Rueda, fortuna!",0.344,0.939,8,-2.226,0,0.0462,0.00113,0,0.0716,0.495,99.386,audio_features,7kghHsp7WnSUtERja6XWcM,spotify:track:7kghHsp7WnSUtERja6XWcM,https://api.spotify.com/v1/tracks/7kghHsp7WnSUtERja6XWcM,https://api.spotify.com/v1/audio-analysis/7kghHsp7WnSUtERja6XWcM,249547,3
Música Doce,0.138,0.255,5,-19.885,1,0.0331,0.988,0.871,0.0848,0.0399,74.75,audio_features,0UaKprr86DxlOQzWMhYT5K,spotify:track:0UaKprr86DxlOQzWMhYT5K,https://api.spotify.com/v1/tracks/0UaKprr86DxlOQzWMhYT5K,https://api.spotify.com/v1/audio-analysis/0UaKprr86DxlOQzWMhYT5K,312396,5
Déjame,0.781,0.495,11,-3.611,0,0.122,0.363,0,0.127,0.658,142.012,audio_features,3STO1ZJi4EBbYCWY6qC8rv,spotify:track:3STO1ZJi4EBbYCWY6qC8rv,https://api.spotify.com/v1/tracks/3STO1ZJi4EBbYCWY6qC8rv,https://api.spotify.com/v1/audio-analysis/3STO1ZJi4EBbYCWY6qC8rv,222429,4
Películas,0.563,0.524,7,-20.746,1,0.902,0.648,0,0.976,0.0938,116.562,audio_features,4rhFBnS5amGtJEeVRY7iWH,spotify:track:4rhFBnS5amGtJEeVRY7iWH,https://api.spotify.com/v1/tracks/4rhFBnS5amGtJEeVRY7iWH,https://api.spotify.com/v1/audio-analysis/4rhFBnS5amGtJEeVRY7iWH,902535,5
La Muy Puta,0.679,0.716,7,-8.846,1,0.0925,0.408,0.00772,0.186,0.545,115.984,audio_features,4DRt74CEmJV06SvVG7QbIZ,spotify:track:4DRt74CEmJV06SvVG7QbIZ,https://api.spotify.com/v1/tracks/4DRt74CEmJV06SvVG7QbIZ,https://api.spotify.com/v1/audio-analysis/4DRt74CEmJV06SvVG7QbIZ,300851,4
Stop,0.329,0.866,4,-4.328,1,0.0484,0.0724,0,0.0869,0.257,184.793,audio_features,3cTZ3sCSW4IXCkANBq3W21,spotify:track:3cTZ3sCSW4IXCkANBq3W21,https://api.spotify.com/v1/tracks/3cTZ3sCSW4IXCkANBq3W21,https://api.spotify.com/v1/audio-analysis/3cTZ3sCSW4IXCkANBq3W21,223800,4
No One Knows,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96E-05,0.384,0.685,170.411,audio_features,6y20BV5L33R8YXM0YuI38N,spotify:track:6y20BV5L33R8YXM0YuI38N,https://api.spotify.com/v1/tracks/6y20BV5L33R8YXM0YuI38N,https://api.spotify.com/v1/audio-analysis/6y20BV5L33R8YXM0YuI38N,278747,4
Agua sin sueño,0.653,0.734,0,-6.138,1,0.0261,0.35,0.0128,0.353,0.462,99.06,audio_features,1vywengPlpJuJggJ9xOUYB,spotify:track:1vywengPlpJuJggJ9xOUYB,https://api.spotify.com/v1/tracks/1vywengPlpJuJggJ9xOUYB,https://api.spotify.com/v1/audio-analysis/1vywengPlpJuJggJ9xOUYB,308693,4
Around and Around,0.525,0.036,0,-29.289,1,0.0507,0.975,0.902,0.198,0.0388,106.992,audio_features,3LHgVgzmXnFb6vlLtRcBHM,spotify:track:3LHgVgzmXnFb6vlLtRcBHM,https://api.spotify.com/v1/tracks/3LHgVgzmXnFb6vlLtRcBHM,https://api.spotify.com/v1/audio-analysis/3LHgVgzmXnFb6vlLtRcBHM,146536,4
Inevitability,0.135,0.00579,2,-35.58,1,0.0402,0.991,0.802,0.0886,0.0614,68.329,audio_features,0k5TnsKv68q20aE1sJYY7a,spotify:track:0k5TnsKv68q20aE1sJYY7a,https://api.spotify.com/v1/tracks/0k5TnsKv68q20aE1sJYY7a,https://api.spotify.com/v1/audio-analysis/0k5TnsKv68q20aE1sJYY7a,211750,3
Sweet Dreams (Are Made Of This),0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
I Can't Be With You - Remastered 2020,0.35,0.874,10,-5.859,1,0.0463,0.0383,2.87E-06,0.133,0.57,129.493,audio_features,7iI35bkSSB8YoqF8zWHe2l,spotify:track:7iI35bkSSB8YoqF8zWHe2l,https://api.spotify.com/v1/tracks/7iI35bkSSB8YoqF8zWHe2l,https://api.spotify.com/v1/audio-analysis/7iI35bkSSB8YoqF8zWHe2l,188453,4
Rayando El Sol,0.643,0.809,7,-3.275,1,0.028,0.45,1.22E-06,0.154,0.499,112.677,audio_features,4Ofg5uuH7qqDIXpAJMpXZV,spotify:track:4Ofg5uuH7qqDIXpAJMpXZV,https://api.spotify.com/v1/tracks/4Ofg5uuH7qqDIXpAJMpXZV,https://api.spotify.com/v1/audio-analysis/4Ofg5uuH7qqDIXpAJMpXZV,250107,4
Timelapse,0.46,0.011,4,-26.056,0,0.0491,0.992,0.965,0.1,0.118,125.265,audio_features,1AyZlUfEdW8pBzILc2Zd5D,spotify:track:1AyZlUfEdW8pBzILc2Zd5D,https://api.spotify.com/v1/tracks/1AyZlUfEdW8pBzILc2Zd5D,https://api.spotify.com/v1/audio-analysis/1AyZlUfEdW8pBzILc2Zd5D,122206,4
Sunday Track,0.795,0.108,2,-18.188,1,0.0765,0.633,0.799,0.106,0.462,85.046,audio_features,4OgxITSW9FvksM0FopW39C,spotify:track:4OgxITSW9FvksM0FopW39C,https://api.spotify.com/v1/tracks/4OgxITSW9FvksM0FopW39C,https://api.spotify.com/v1/audio-analysis/4OgxITSW9FvksM0FopW39C,90471,4
Dormir Soñando,0.696,0.931,9,-6.634,1,0.0856,0.107,4.34E-06,0.232,0.776,112.597,audio_features,4pfMrRwgqGH8uRKEnRK3uB,spotify:track:4pfMrRwgqGH8uRKEnRK3uB,https://api.spotify.com/v1/tracks/4pfMrRwgqGH8uRKEnRK3uB,https://api.spotify.com/v1/audio-analysis/4pfMrRwgqGH8uRKEnRK3uB,187493,4
Caramelo,0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,audio_features,3gD4J3RUHy4OUuZ3qAiaiG,spotify:track:3gD4J3RUHy4OUuZ3qAiaiG,https://api.spotify.com/v1/tracks/3gD4J3RUHy4OUuZ3qAiaiG,https://api.spotify.com/v1/audio-analysis/3gD4J3RUHy4OUuZ3qAiaiG,217547,4
Faire le pont,0.321,0.048,7,-24.598,0,0.046,0.996,0.954,0.1,0.43,168.687,audio_features,0n7RacgSiGRYOEKysh0glU,spotify:track:0n7RacgSiGRYOEKysh0glU,https://api.spotify.com/v1/tracks/0n7RacgSiGRYOEKysh0glU,https://api.spotify.com/v1/audio-analysis/0n7RacgSiGRYOEKysh0glU,122750,4
La Nina,0.707,0.876,1,-1.887,1,0.0787,0.173,9.36E-06,0.932,0.853,176.068,audio_features,1g4cZvi0nLeeIycd0Rkljj,spotify:track:1g4cZvi0nLeeIycd0Rkljj,https://api.spotify.com/v1/tracks/1g4cZvi0nLeeIycd0Rkljj,https://api.spotify.com/v1/audio-analysis/1g4cZvi0nLeeIycd0Rkljj,204414,4
You Spin Me Round (Like A Record),0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,audio_features,1ChulFMnwxoD74Me8eX2TU,spotify:track:1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/tracks/1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/audio-analysis/1ChulFMnwxoD74Me8eX2TU,195147,4
Políglota,0.442,0.962,0,-4.519,1,0.0376,0.0048,0.00302,0.138,0.786,186.984,audio_features,6wqjCK6FCLPGDs321jdNi1,spotify:track:6wqjCK6FCLPGDs321jdNi1,https://api.spotify.com/v1/tracks/6wqjCK6FCLPGDs321jdNi1,https://api.spotify.com/v1/audio-analysis/6wqjCK6FCLPGDs321jdNi1,188363,4
Breathe Underwater,0.295,0.0983,9,-31.346,1,0.0661,0.994,0.922,0.0782,0.28,73.082,audio_features,0ItZjGoIojBcreM3vSNeLq,spotify:track:0ItZjGoIojBcreM3vSNeLq,https://api.spotify.com/v1/tracks/0ItZjGoIojBcreM3vSNeLq,https://api.spotify.com/v1/audio-analysis/0ItZjGoIojBcreM3vSNeLq,136000,3
Prelude to Sleep,0.251,0.0213,9,-25.208,0,0.0437,0.995,0.889,0.0644,0.352,71.775,audio_features,5GJX8ppRUyHdpy8pTiuVRI,spotify:track:5GJX8ppRUyHdpy8pTiuVRI,https://api.spotify.com/v1/tracks/5GJX8ppRUyHdpy8pTiuVRI,https://api.spotify.com/v1/audio-analysis/5GJX8ppRUyHdpy8pTiuVRI,608973,5
Rae Street,0.559,0.749,7,-6.859,1,0.0303,0.00426,5.23E-05,0.0906,0.549,97.02,audio_features,64Kl9EKfbWlUsKK2rGQC3x,spotify:track:64Kl9EKfbWlUsKK2rGQC3x,https://api.spotify.com/v1/tracks/64Kl9EKfbWlUsKK2rGQC3x,https://api.spotify.com/v1/audio-analysis/64Kl9EKfbWlUsKK2rGQC3x,271207,4
Feel the Love,0.58,0.469,0,-5.946,0,0.104,0.126,7.32E-05,0.099,0.369,110.573,audio_features,3aUFrxO1B8EW63QchEl3wX,spotify:track:3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/tracks/3aUFrxO1B8EW63QchEl3wX,https://api.spotify.com/v1/audio-analysis/3aUFrxO1B8EW63QchEl3wX,165053,4
Avalancha,0.423,0.836,9,-4.754,1,0.0501,0.00498,0,0.246,0.446,149.456,audio_features,2QWiLP3WiFMtmJ08nUTWUC,spotify:track:2QWiLP3WiFMtmJ08nUTWUC,https://api.spotify.com/v1/tracks/2QWiLP3WiFMtmJ08nUTWUC,https://api.spotify.com/v1/audio-analysis/2QWiLP3WiFMtmJ08nUTWUC,358133,4
Siguiendo la Luna - Remasterizado 2008,0.733,0.602,7,-7.65,1,0.084,0.0121,4.64E-06,0.0642,0.832,80.472,audio_features,1orgfjGJoycODSItcGVatE,spotify:track:1orgfjGJoycODSItcGVatE,https://api.spotify.com/v1/tracks/1orgfjGJoycODSItcGVatE,https://api.spotify.com/v1/audio-analysis/1orgfjGJoycODSItcGVatE,291973,4
Focus To Rain Sound,0.208,0.952,11,-19.84,0,0.0633,0.00117,0.0503,0.433,0.0292,87.513,audio_features,1Zlgk780ReXjity59pzdWB,spotify:track:1Zlgk780ReXjity59pzdWB,https://api.spotify.com/v1/tracks/1Zlgk780ReXjity59pzdWB,https://api.spotify.com/v1/audio-analysis/1Zlgk780ReXjity59pzdWB,148238,3
"Harder, Better, Faster, Stronger",0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,audio_features,5W3cjX2J3tjhG8zb6u0qHn,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn,224693,4
Circus,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,audio_features,7jk7gqyEonmVVYahZN5zhW,spotify:track:7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/tracks/7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/audio-analysis/7jk7gqyEonmVVYahZN5zhW,192360,4
Before Sunrise,0.144,0.0179,2,-32.165,1,0.0494,0.994,0.989,0.0804,0.101,140.951,audio_features,36ohYATGnjB8KVRhsglPDP,spotify:track:36ohYATGnjB8KVRhsglPDP,https://api.spotify.com/v1/tracks/36ohYATGnjB8KVRhsglPDP,https://api.spotify.com/v1/audio-analysis/36ohYATGnjB8KVRhsglPDP,181091,3
Moon Shimmer,0.107,0.0475,2,-28.099,1,0.0441,0.938,0.847,0.112,0.0987,67.912,audio_features,7xhxmR9qab96Gou7NsKkPh,spotify:track:7xhxmR9qab96Gou7NsKkPh,https://api.spotify.com/v1/tracks/7xhxmR9qab96Gou7NsKkPh,https://api.spotify.com/v1/audio-analysis/7xhxmR9qab96Gou7NsKkPh,152885,4
Dorado Brilla - Ambient Meditation Music,0.267,0.319,4,-15.829,0,0.033,0.96,0.895,0.111,0.0367,110.165,audio_features,2UztrDvXxwLaamIDFlDpcT,spotify:track:2UztrDvXxwLaamIDFlDpcT,https://api.spotify.com/v1/tracks/2UztrDvXxwLaamIDFlDpcT,https://api.spotify.com/v1/audio-analysis/2UztrDvXxwLaamIDFlDpcT,191321,4
Swelling Sea,0.412,0.105,7,-29.941,1,0.0648,0.989,0.903,0.114,0.189,131.995,audio_features,16JKB0OknCfbFq6xN6XOgI,spotify:track:16JKB0OknCfbFq6xN6XOgI,https://api.spotify.com/v1/tracks/16JKB0OknCfbFq6xN6XOgI,https://api.spotify.com/v1/audio-analysis/16JKB0OknCfbFq6xN6XOgI,55985,3
The shamans dream,0.19,0.163,0,-22.809,1,0.0348,0.966,0.971,0.0919,0.202,139.922,audio_features,0EPyRnP2eCkzE82mwxXMcW,spotify:track:0EPyRnP2eCkzE82mwxXMcW,https://api.spotify.com/v1/tracks/0EPyRnP2eCkzE82mwxXMcW,https://api.spotify.com/v1/audio-analysis/0EPyRnP2eCkzE82mwxXMcW,220714,4
De Lluvias,0.0841,0.997,1,-25.888,0,0.0592,0.587,0.954,0.969,1E-05,84.503,audio_features,39unOpYrBgUojiFizaKuDT,spotify:track:39unOpYrBgUojiFizaKuDT,https://api.spotify.com/v1/tracks/39unOpYrBgUojiFizaKuDT,https://api.spotify.com/v1/audio-analysis/39unOpYrBgUojiFizaKuDT,118000,5
With Or Without You - Remastered,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4
Serenitivity,0.198,0.0657,7,-20.771,1,0.0375,0.983,0.963,0.0684,0.0372,64.911,audio_features,41hD0lo1wIP9GX25JE4Kfu,spotify:track:41hD0lo1wIP9GX25JE4Kfu,https://api.spotify.com/v1/tracks/41hD0lo1wIP9GX25JE4Kfu,https://api.spotify.com/v1/audio-analysis/41hD0lo1wIP9GX25JE4Kfu,213788,4
Til I Hear It From You,0.578,0.764,9,-7.997,1,0.0294,0.08,0,0.291,0.722,124.417,audio_features,5TKuf1mxDlHdXcvdIDViUR,spotify:track:5TKuf1mxDlHdXcvdIDViUR,https://api.spotify.com/v1/tracks/5TKuf1mxDlHdXcvdIDViUR,https://api.spotify.com/v1/audio-analysis/5TKuf1mxDlHdXcvdIDViUR,232467,4
Time,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,audio_features,0ea4LCFRW1FwtU84qSNucA,spotify:track:0ea4LCFRW1FwtU84qSNucA,https://api.spotify.com/v1/tracks/0ea4LCFRW1FwtU84qSNucA,https://api.spotify.com/v1/audio-analysis/0ea4LCFRW1FwtU84qSNucA,232129,4
Hoy Ya Me Voy,0.622,0.508,7,-7.17,1,0.03,0.739,1.48E-06,0.111,0.37,140.038,audio_features,58zE9NyMKGTpzV5J8WyXXe,spotify:track:58zE9NyMKGTpzV5J8WyXXe,https://api.spotify.com/v1/tracks/58zE9NyMKGTpzV5J8WyXXe,https://api.spotify.com/v1/audio-analysis/58zE9NyMKGTpzV5J8WyXXe,235813,4
Fiesta en lo del Dr. Hermes,0.523,0.754,2,-5.922,0,0.0442,0.11,0,0.094,0.509,80.84,audio_features,4KVP6bybvdVxIVg7dcbE8F,spotify:track:4KVP6bybvdVxIVg7dcbE8F,https://api.spotify.com/v1/tracks/4KVP6bybvdVxIVg7dcbE8F,https://api.spotify.com/v1/audio-analysis/4KVP6bybvdVxIVg7dcbE8F,255881,4
A.D.I.D.A.S.,0.334,0.898,11,-6.821,0,0.196,0.00406,0.0202,0.162,0.226,110.364,audio_features,0xgsyoVvRFSYvV5cdtYhX1,spotify:track:0xgsyoVvRFSYvV5cdtYhX1,https://api.spotify.com/v1/tracks/0xgsyoVvRFSYvV5cdtYhX1,https://api.spotify.com/v1/audio-analysis/0xgsyoVvRFSYvV5cdtYhX1,153600,4
"Ut Ameris, Amabilis Esto",0.137,0.00726,5,-34.757,1,0.0476,0.984,0.855,0.115,0.0392,59.998,audio_features,63c4hUw16NhQGrTyaoyj0M,spotify:track:63c4hUw16NhQGrTyaoyj0M,https://api.spotify.com/v1/tracks/63c4hUw16NhQGrTyaoyj0M,https://api.spotify.com/v1/audio-analysis/63c4hUw16NhQGrTyaoyj0M,184250,3
Volcano Girls,0.543,0.961,4,-2.749,1,0.0373,0.000789,1.29E-06,0.431,0.567,131.463,audio_features,3cMliO9emUSa4d1Ap2MbfW,spotify:track:3cMliO9emUSa4d1Ap2MbfW,https://api.spotify.com/v1/tracks/3cMliO9emUSa4d1Ap2MbfW,https://api.spotify.com/v1/audio-analysis/3cMliO9emUSa4d1Ap2MbfW,198933,4
Can You Hear Me,0.567,0.925,2,-4.131,1,0.0446,0.000316,0.0235,0.186,0.457,120.057,audio_features,5VXeawVov6ikGAaT0If8n9,spotify:track:5VXeawVov6ikGAaT0If8n9,https://api.spotify.com/v1/tracks/5VXeawVov6ikGAaT0If8n9,https://api.spotify.com/v1/audio-analysis/5VXeawVov6ikGAaT0If8n9,172867,4
Peaceful Rain,0.198,0.998,9,-21.262,1,0.0631,0.0446,0.997,0.907,0.00388,63.008,audio_features,1MViahgZpXKcvXa075orry,spotify:track:1MViahgZpXKcvXa075orry,https://api.spotify.com/v1/tracks/1MViahgZpXKcvXa075orry,https://api.spotify.com/v1/audio-analysis/1MViahgZpXKcvXa075orry,56884,3
